"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100"
"Africa","Liberia","Liberia","LBR",59880704,53302533,84223794,121416304,213182262,267482285,327519957,461170854,608341487,685709927,765410861,921849873
"Africa","Madagascar","Madagascar","MDG",91720980,112069064,177175180,245344888,393189963,476406587,495033876,495033876,495033876,495033876,495033876,495033876
"Africa","Malawi","Malawi","MWI",2015108,2290124,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288
"Africa","Mauritius","Mauritius","MUS",0,0,0,0,0,0,0,0,0,0,0,0
"Africa","Mayotte","Mayotte","MYT",233790,255409,387179,521145,671786,671786,671786,671786,671786,671786,671786,671786
"Africa","Nigeria","Nigeria","NGA",25566668,28369434,45318708,62767541,101631441,125087524,151810873,211374475,285210805,313164392,313164392,313164392
"Africa","Reunion","Reunion","REU",0,0,0,0,0,0,0,0,0,0,0,0
"Africa","Rwanda","Rwanda","RWA",627530,1632505,3993741,6749663,13964111,13964111,13964111,13964111,13964111,13964111,13964111,13964111
"Africa","Senegal","Senegal","SEN",48844,46192,66099,85722,122516,141632,161243,200442,239304,258570,278403,319021
"Africa","Sierra Leone","Sierra Leone","SLE",36637583,54622254,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600
"Africa","South Sudan","South Sudan","SSD",1120614,678353,1381866,2218542,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530
"Africa","Tanzania","Tanzania","TZA",4444929,5806185,9320285,12837321,20615105,24907503,29465710,39347708,50497885,56614193,63161102,78233453
"Africa","Togo","Togo","TGO",554809,649213,1062804,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084
"Africa","Uganda","Uganda","UGA",11108576,27593001,52692432,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626
"Africa","Zambia","Zambia","ZMB",1826780,2010660,3027148,3818227,3942406,3942406,3942406,3942406,3942406,3942406,3942406,3942406
"Asia","Australia","Australia – Queensland","QLD",15784833,20961838,30851852,40525723,59565685,68986022,78544292,97979521,118348746,128981974,139994178,163281188
"Asia","Bangladesh","Bangladesh","BGD",2287539,3205184,4374279,5466290,7667065,8804829,9994624,12563422,15235900,16607768,17991854,20769264
"Asia","Bhutan","Bhutan","BTN",11699780,13209401,20003403,27053164,41308104,48488265,55683357,70039420,84571918,91907300,99230125,113946009
"Asia","Brunei","Brunei","BRN",587784,535509,887745,1261437,2041503,2430900,2812785,3581468,4361731,4766058,5176069,6022878
"Asia","Cambodia","Cambodia","KHM",103029619,104717523,165088558,231572597,307565558,307565558,307565558,307565558,307565558,307565558,307565558,307565558
"Asia","Fiji","Fiji","FJI",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","India","India – Andaman and N.","AN",1133094,852781,1425172,2060162,3365729,3999507,4612547,5845514,7102123,7751336,8404902,9741508
"Asia","India","India – North-East","NE",52510231,63468840,98518975,135145438,212240535,252398936,293663479,379518319,469890104,516571300,563691369,654265851
"Asia","India","India – West. Ghats","WG",23665198,24008102,41731282,61836652,105695508,129605002,155781534,158881010,158881010,158881010,158881010,158881010
"Asia","Indonesia","Indonesia","IDN",914810846,868423869,1382345586,1969482167,3345062484,4120845084,4948629505,6715537190,8587098705,9545062076,10514202117,12488668193
"Asia","Laos","Laos","LAO",146775918,149846902,232182735,316960248,495451703,589970199,689223136,916727009,929158123,929158123,929158123,929158123
"Asia","Malaysia","Malaysia","MYS",237534568,227141732,370076492,532402625,905217818,1109450552,1323522095,1778184350,2254761830,2494305830,2732966402,2955147328
"Asia","Myanmar","Myanmar","MMR",207346487,221167495,349946796,483992789,765065980,912356450,1064812192,1387575008,1738966867,1813034250,1813034250,1813034250
"Asia","New Caledonia","New Caledonia","NCL",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Papua New Guinea","Papua New Guinea","PNG",63247157,70801044,102928844,134786336,197720077,229497792,261795163,328602459,397701888,433017477,468725920,541255011
"Asia","Philippines","Philippines","PHL",71380665,65202896,103381074,142393257,221417971,261426943,301872811,385033360,473492569,520417957,569600725,675954500
"Asia","Singapore","Singapore","SGP",22030,17823,33473,51837,95272,120632,148183,207970,271957,306492,344342,422538
"Asia","Solomon Isl.","Solomon Isl.","SLB",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Sri Lanka","Sri Lanka","LKA",7205508,6831847,11107135,15877731,26623589,32487524,38587721,51368434,65047730,72465676,80638527,90092602
"Asia","Thailand","Thailand","THA",45143721,44232907,69249426,95446195,150753933,179640492,209253582,270575937,334488210,367437215,401159859,471789998
"Asia","Timor-Leste","Timor-Leste","TLS",952947,1250095,1913050,2580744,3924960,4605695,5077205,5077205,5077205,5077205,5077205,5077205
"Asia","Vanuatu","Vanuatu","VUT",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Vietnam","Vietnam","VNM",86024182,91774254,142637432,196069208,309686294,369836822,432798385,572371634,668066863,668066863,668066863,668066863
